Producto,Cliente,Cantidad Real,Cantidad Real N,Cantidad Pronosticada,Cantidad Pronosticada N,Diferencia,Diferencia Norm
EBIS8TSP,"DYNAMIC COOKING SYSTEMS, INC.",525,2.3333333333333335,521.4046415971,2.3173539626537774,3.5953584029000467,0.015979370679556126
TRFP587G,"INDUGLOB, S.A.",3384,8.545454545454545,2793.4554953722,7.054180543869192,590.5445046278,1.491274001585353
TRFD585N,"INDUGLOB, S.A.",4452,7.066666666666666,2990.7319057912,4.747193501255873,1461.2680942088,2.319473165410794
TREFSEN8,"INDUGLOB, S.A.",6048,4.0,7483.0249899214,4.949090601799868,-1435.0249899214004,-0.9490906017998677
LLED1,"INDUGLOB, S.A.",64800,9.183673469387754,25640.1201091958,3.6338038703508784,39159.8798908042,5.549869599036876
LLED1-L,"INDUGLOB, S.A.",246528,7.133333333333332,83459.3519689755,2.414911804657856,163068.6480310245,4.718421528675476
LLED1-A,"INDUGLOB, S.A.",41616,12.041666666666666,20917.3103091206,6.052462473703877,20698.6896908794,5.989204192962789
BUJCAL02,"INDUSTRIAS UNIDAS, S.A. DE C.V.",30400,4.470588235294118,18674.5181394651,2.746252667568397,11725.4818605349,1.7243355677257206
TREFPT44,DISTRIBUIDORA MODELO EN VILLA NICOLAS ROMERO S.A. DE C.V.,48,1.0,113.9393939394,2.3737373737375003,-65.9393939394,-1.3737373737375003
EBIS2TSP,FISHER & PAYKEL APPLIANCES INC.,100,1.0,97.8807770484,0.978807770484,2.119222951599994,0.021192229515999972
CVT1,"TURMIX DE MEXICO, S.A. DE C.V.",26784,15.5,17678.8332344058,10.230806269910763,9105.1667655942,5.269193730089237
TREFIPG1,DISTRIBUIDORA MODELO EN VILLA NICOLAS ROMERO S.A. DE C.V.,96,3.0,85.3368839933,2.666777624790625,10.663116006699994,0.3332223752093748
TREFAP01,DISTRIBUIDORA MODELO EN VILLA NICOLAS ROMERO S.A. DE C.V.,144,3.0,102.6777781985,2.1391203791354165,41.32222180150001,0.8608796208645835
FS12V7W,IMBERA S.A. DE C.V.,3556,4.938888888888889,4130.7064838276,5.737092338649445,-574.7064838276001,-0.7982034497605559
FS12V7I,IMBERA S.A. DE C.V.,9300,8.072916666666668,13843.864969841,12.017243897431424,-4543.864969841001,-3.944327230764756
SAWLAV,"WHIRLPOOL MEXICO, S. DE R.L. DE C.V.",1920,1.7777777777777777,2034.0233511409,1.8833549547600927,-114.0233511409001,-0.10557717698231506
EBIS2AAB,INDUSTRIAS GUTIERREZ S.A. DE C.V.,3400,4.857142857142857,3908.5197249187,5.583599607026714,-508.5197249186999,-0.726456749883857
EBIS2AAE,INDUSTRIAS GUTIERREZ S.A. DE C.V.,2900,4.142857142857142,17466.7766236899,24.952538033842714,-14566.7766236899,-20.80968089098557
TRG0716C,CRIOTEC S.A. DE C.V.,10382,6.48875,1320.2583657135,0.8251614785709376,9061.7416342865,5.663588521429062
TERMOB2,CRIOTEC S.A. DE C.V.,2498,4.163333333333334,2732.2899656251,4.553816609375167,-234.2899656251002,-0.39048327604183264
TRG2625C,CRIOTEC S.A. DE C.V.,4,1.3333333333333333,60.3885787548,20.1295262516,-56.3885787548,-18.79619291826667
EI-S4T2A,"TORTILLADORAS CELORIO DEL NORTE, S.A. DE C.V.",1500,3.0,1256.2027040575,2.512405408115,243.7972959425001,0.4875945918850002
BUJCAL04,INSUMOS TÉRMICOS Y AUTOMATIZACIÓN DEL CENTRO S.A. DE C.V.,500,1.0,1011.5481171548,2.0230962343096,-511.5481171548,-1.0230962343096
TREFP01,DISTRIBUIDORA MODELO EN VILLA NICOLAS ROMERO S.A. DE C.V.,144,3.0,102.6777781985,2.1391203791354165,41.32222180150001,0.8608796208645835
TREFP03,DISTRIBUIDORA MODELO EN VILLA NICOLAS ROMERO S.A. DE C.V.,85,1.7708333333333335,99.8635477583,2.080490578297917,-14.863547758300001,-0.30965724496458336
TRG1016I,REFRIMED S.A. DE C.V.,76,2.7142857142857144,155.1506917278,5.5410961331357145,-79.1506917278,-2.82681041885
